Date,Current Ratio,Quick Ratio,Current Assets,Long-term debt to equity ratio,Share Holder Equity,Debt to Equity Ratio,Percentage of net profit to sale,Percentage of operating profit to sale,Percentage of Gross profit to sale,ROA,ROE,EPS,P/E,P/S,Stock book value,Stock Price,ROI,MarketReturn,Company,RealReturn,Risk,RealReturnClass,RiskClass
2013-06-30,1.36,1.2,7313,19955.0,12359,1.6146,-0.3695,-0.3277,0.5464,-0.2998,-1.2152,-0.02,123.67,0.71,1.52,25.97,-0.3781,1606.280029296875,TMUS,-0.3497,29.9672,,
2013-03-31,2.12,2.04,6773,5807.0,3392,1.712,-0.3837,-0.3365,0.5841,-0.4429,-1.8637,0.2,19.08,0.68,1.46,24.81,-0.5506,1569.18994140625,TMUS,-0.7205,12.1976,,
2012-12-31,0.99,0.91,5541,16116.0,6115,2.6355,-0.4708,-0.4258,0.5674,-0.4777,-1.938,-0.01,6.84,0.4,0.79,14.63,-0.5934,1426.18994140625,TMUS,-0.8173,3.0264,,
2012-09-30,4.06,3.66,3185,4731.0,3322,1.4241,-0.6034,-0.5555,0.5519,-0.7647,-2.407,-14.45,6.18,0.39,1.17,13.34,-0.8748,1440.6700439453125,TMUS,-0.9491,19.898,,
2012-06-30,3.9,3.55,2896,4726.0,3116,1.5167,0.0451,0.1095,0.5089,0.0408,0.1312,0.39,6.34,0.49,0.86,15.71,0.1227,1362.1600341796875,TMUS,-0.8594,70.5339,,
2012-03-31,3.56,3.23,2767,4726.0,2958,1.5977,0.0538,0.142,0.3893,0.0284,0.0925,0.12,4.46,0.27,0.47,8.12,0.0923,1408.469970703125,TMUS,0.2263,2.1496,,
2011-12-31,3.36,3.07,2744,4711.0,2928,1.6089,0.0619,0.1541,0.3991,0.0329,0.1078,0.5,8.29,0.45,0.74,12.1,0.1012,1257.5999755859375,TMUS,0.2028,0.6293,,
2011-09-30,3.27,3.08,2550,4711.0,2825,1.6676,0.0477,0.1581,0.4033,0.0255,0.083,0.38,7.02,0.44,0.72,11.65,0.1049,1131.4200439453125,TMUS,0.2167,0.2616,,
2011-06-30,3.54,3.35,2568,4715.0,2750,1.7145,0.0514,0.1715,0.4134,0.0272,0.0886,0.46,9.43,0.45,0.75,11.69,0.1121,1320.6400146484375,TMUS,0.2288,0.5091,,
2011-03-31,2.47,2.15,2230,4255.0,2633,1.616,0.0529,0.1765,0.4248,0.0281,0.0899,0.3,17.77,0.93,1.52,23.1,0.1164,1325.8299560546875,TMUS,0.2415,0.3041,,
2010-12-31,1.99,1.79,1594,3757.0,2542,1.478,0.0477,0.1764,0.4304,0.0249,0.0793,0.08,17.03,0.91,1.48,21.79,0.1143,1257.6400146484375,TMUS,0.244,0.1485,,
2010-09-30,3.26,3.08,2246,4314.0,2507,1.7208,0.0541,0.1629,0.4274,0.0278,0.0894,0.44,15.69,0.74,1.18,16.95,0.1037,1141.199951171875,TMUS,0.2299,0.7495,,
2010-06-30,2.2,1.91,1488,3629.0,2417,1.5014,0.0551,0.1551,0.4276,0.0285,0.0907,0.44,11.9,0.63,0.99,14.04,0.0996,1030.7099609375,TMUS,0.2136,0.2899,,
2010-03-31,1.91,1.77,1538,3631.0,2322,1.5637,0.0427,0.1392,0.4165,0.0215,0.0694,0.12,9.48,0.51,0.8,10.99,0.0869,1169.4300537109375,TMUS,0.1952,0.898,,
2009-12-31,1.87,1.69,1491,3626.0,2288,1.5848,0.0508,0.1537,0.424,0.0248,0.0808,0.18,11.05,0.46,0.72,9.5,0.0924,1115.0999755859375,TMUS,0.1873,0.3889,,
2021-12-31,0.25,0.0,30712,15169.0,59714,0.254,0.2085,0.2516,0.2775,0.0433,0.1434,4.96,11.34,2.3,1.59,212.97,0.1384,4766.18017578125,CB,0.2928,0.198,,
2021-09-30,0.25,0.0,30373,14823.0,59318,0.2499,0.2186,0.2607,0.2791,0.0453,0.1482,4.18,9.96,2.09,1.37,191.74,0.1414,4307.5400390625,CB,0.2994,0.2121,,
2021-06-30,0.25,0.0,29646,14954.0,60062,0.249,0.21,0.2518,0.2761,0.0426,0.1392,5.06,8.72,1.9,1.24,171.37,0.1332,4297.5,CB,0.2934,0.5798,,
2021-03-31,0.25,0.0,28530,14879.0,59076,0.2519,0.1458,0.1787,0.224,0.0297,0.0972,5.07,8.64,1.81,1.14,156.32,0.095,3972.889892578125,CB,0.2409,2.7011,,
2020-12-31,0.25,0.0,28114,14948.0,59441,0.2515,0.0982,0.13,0.1932,0.0193,0.0634,5.34,12.56,1.83,1.18,154.59,0.0669,3756.070068359375,CB,0.1683,1.987,,
2020-09-30,0.25,0.0,28334,14830.0,56413,0.2629,0.0656,0.0943,0.1706,0.0127,0.0418,2.63,19.25,1.89,1.14,149.93,0.048,3363.0,CB,0.1181,1.3364,,
2020-06-30,0.25,0.0,27966,13656.0,54760,0.2494,0.0634,0.0953,0.1856,0.0124,0.0403,-0.73,22.42,1.47,0.9,112.54,0.0485,3100.2900390625,CB,0.0988,0.0354,,
2020-03-31,0.26,0.0,26810,13510.0,52197,0.2588,0.1078,0.1486,0.2327,0.021,0.0679,0.55,25.56,1.61,1.0,121.9,0.0749,2584.590087890625,CB,0.127,1.8668,,
2019-12-31,0.26,0.0,27381,13559.0,55331,0.2451,0.1303,0.1704,0.2505,0.0255,0.0825,2.58,13.36,1.44,0.92,106.89,0.0868,3230.780029296875,CB,0.1682,0.8415,,
2019-09-30,0.26,0.0,27718,13285.0,54572,0.2434,0.1099,0.1518,0.2368,0.0211,0.0689,2.38,15.24,1.99,1.21,147.84,0.0767,2976.739990234375,CB,0.1702,0.7142,,
2019-06-30,0.27,0.0,27949,13371.0,53802,0.2485,0.1152,0.1572,0.2395,0.0222,0.0728,2.5,19.34,2.13,1.27,152.59,0.0802,2941.760009765625,CB,0.1631,0.2475,,
2019-03-31,0.26,0.0,27559,12071.0,52355,0.2306,0.1197,0.1631,0.2488,0.0233,0.0766,2.25,17.0,1.96,1.17,138.56,0.0845,2834.39990234375,CB,0.1715,0.3041,,
2018-12-31,0.27,0.0,27610,12087.0,50312,0.2402,0.1211,0.1637,0.249,0.0236,0.0779,0.79,15.59,1.86,1.15,131.12,0.0848,2506.85009765625,CB,0.1765,0.0212,,
2018-09-30,0.26,0.0,26644,12149.0,50934,0.2385,0.1553,0.1829,0.2687,0.0306,0.1006,2.64,14.22,1.72,1.1,120.27,0.0957,2913.97998046875,CB,0.1886,0.7707,,
2018-06-30,0.26,0.0,26438,12184.0,50971,0.239,0.1165,0.1367,0.2229,0.0229,0.0753,2.76,11.28,1.75,1.12,123.7,0.0715,2718.3701171875,CB,0.174,1.7112,,
2018-03-31,0.26,0.0,26846,12786.0,51287,0.2493,0.1182,0.1393,0.2239,0.0231,0.0758,2.3,14.3,1.66,1.06,116.96,0.0723,2640.8701171875,CB,0.149,0.0566,,
2017-12-31,0.25,0.0,25403,11556.0,51172,0.2258,0.1197,0.1439,0.2274,0.0235,0.0768,3.26,15.29,1.81,1.14,125.2,0.0747,2673.610107421875,CB,0.1524,0.1697,,
2017-09-30,0.25,0.0,25631,11559.0,50471,0.229,0.1216,0.167,0.2453,0.0242,0.0794,-0.15,16.23,1.94,1.21,133.09,0.0878,2519.360107421875,CB,0.1691,0.9263,,
2017-06-30,0.25,0.0,24515,11667.0,50349,0.2317,0.1661,0.2249,0.3042,0.0333,0.1094,2.77,15.49,1.87,1.19,129.2,0.1185,2423.409912109375,CB,0.2167,2.1708,,
2017-03-31,0.25,0.0,23899,12300.0,49224,0.2499,0.1492,0.208,0.2933,0.0298,0.0992,2.31,11.53,1.91,1.21,131.11,0.1098,2362.719970703125,CB,0.2413,0.6152,,
2016-12-31,0.25,0.0,23714,12610.0,48275,0.2612,0.1314,0.1922,0.2836,0.0259,0.0872,3.48,12.06,1.79,1.16,122.28,0.1007,2238.830078125,CB,0.2216,0.6435,,
2016-09-30,0.24,0.0,23006,12621.0,48372,0.2609,0.1147,0.1701,0.2742,0.0221,0.0752,2.88,13.39,1.74,1.14,117.98,0.0874,2168.27001953125,CB,0.1969,0.9405,,
2016-06-30,0.24,0.0,22977,12631.0,47226,0.2675,0.0977,0.1477,0.2652,0.0184,0.0628,1.54,14.92,1.73,1.07,111.62,0.0756,2098.860107421875,CB,0.1696,0.8344,,
2016-03-31,0.23,0.0,21859,12636.0,45897,0.2753,0.1207,0.1684,0.2917,0.0227,0.0775,0.97,18.57,1.89,1.14,115.48,0.0882,2059.739990234375,CB,0.1705,0.891,,
2015-12-31,0.3,0.0,18671,9389.0,29135,0.3223,0.1493,0.1911,0.317,0.0285,0.0965,2.09,13.87,1.75,1.06,104.69,0.1041,2043.93994140625,CB,0.2015,1.1243,,
2015-09-30,0.28,0.0,17753,4157.0,29127,0.1427,0.1421,0.1899,0.3129,0.0275,0.0918,1.62,11.84,1.77,1.14,102.1,0.1081,1920.030029296875,CB,0.2235,0.2828,,
2015-06-30,0.29,0.0,18525,4157.0,29555,0.1407,0.1529,0.2018,0.3178,0.0301,0.0997,2.86,10.96,1.56,1.0,89.84,0.1162,2063.110107421875,CB,0.2369,0.5728,,
2015-03-31,0.28,0.0,17777,4157.0,29702,0.14,0.1463,0.1953,0.3099,0.0286,0.0936,2.05,9.86,1.51,0.96,87.76,0.1105,2067.889892578125,CB,0.2395,0.4031,,
2014-12-31,0.29,0.0,18290,3357.0,29587,0.1135,0.1488,0.1965,0.3093,0.0294,0.0957,1.68,11.51,1.69,1.05,95.61,0.112,2058.89990234375,CB,0.2349,0.1061,,
2014-09-30,0.28,0.0,17168,4057.0,30017,0.1352,0.169,0.2086,0.3192,0.0343,0.1112,2.32,11.66,1.74,1.09,97.94,0.1212,1972.2900390625,CB,0.2468,0.6505,,
2014-06-30,0.28,0.0,16912,4057.0,30325,0.1338,0.1759,0.2146,0.3265,0.0359,0.1174,2.28,9.22,1.55,0.98,88.89,0.1265,1960.22998046875,CB,0.263,0.3748,,
2014-03-31,0.28,0.0,16585,3808.0,29369,0.1297,0.1827,0.2208,0.3364,0.0375,0.1245,2.14,8.7,1.53,0.96,86.82,0.1327,1872.3399658203125,CB,0.276,0.4384,,
2013-12-31,0.28,0.0,17050,3807.0,28825,0.1321,0.1951,0.2343,0.3499,0.04,0.1339,2.9,8.06,1.47,0.95,82.93,0.141,1848.3599853515625,CB,0.2924,0.5869,,
2013-09-30,0.29,0.0,17571,3807.0,28218,0.1349,0.1868,0.2146,0.3309,0.0377,0.127,2.66,7.89,1.54,1.02,86.12,0.1283,1681.550048828125,CB,0.2874,0.898,,
2013-06-30,0.29,0.0,17383,3807.0,27295,0.1395,0.1725,0.1994,0.313,0.0348,0.1184,2.59,7.57,1.41,0.93,77.49,0.1206,1606.280029296875,CB,0.2644,0.5445,,
2013-03-31,0.28,0.0,16770,4307.0,27942,0.1541,0.1487,0.1781,0.2936,0.029,0.0993,2.77,7.73,1.33,0.91,72.98,0.1049,1569.18994140625,CB,0.2382,1.1102,,
2012-12-31,0.29,0.0,17081,3360.0,27531,0.122,0.1509,0.1799,0.2964,0.0295,0.1024,2.23,9.24,1.37,0.88,72.2,0.1083,1426.18994140625,CB,0.2246,0.2404,,
2012-09-30,0.3,0.0,18081,3360.0,26963,0.1246,0.1509,0.1947,0.312,0.0296,0.1044,1.86,8.17,1.23,0.8,64.4,0.1191,1440.6700439453125,CB,0.2403,0.7637,,
2012-06-30,0.3,0.0,17611,3360.0,25762,0.1304,0.1183,0.1652,0.2948,0.0224,0.0805,0.96,7.72,1.17,0.76,60.64,0.099,1362.1600341796875,CB,0.2299,1.4213,,
2012-03-31,0.3,0.0,17502,3360.0,25431,0.1321,0.1315,0.1759,0.302,0.0255,0.0927,2.84,9.93,1.18,0.77,58.69,0.1091,1408.469970703125,CB,0.2189,0.7142,,
2011-12-31,0.31,0.0,17639,3360.0,24332,0.1381,0.0915,0.1362,0.2638,0.0175,0.0645,2.16,8.62,1.15,0.77,57.95,0.0841,1257.5999755859375,CB,0.2024,1.7678,,
2011-09-30,0.33,0.0,19254,3360.0,23750,0.1415,0.1064,0.1516,0.2803,0.0205,0.0757,-0.11,11.81,1.11,0.76,54.79,0.0944,1131.4200439453125,CB,0.1864,0.7283,,
2011-06-30,0.33,0.0,19381,3360.0,24113,0.1393,0.1526,0.1984,0.3181,0.0293,0.107,1.74,8.83,0.96,0.67,47.35,0.1219,1320.6400146484375,CB,0.2278,1.9445,,
2011-03-31,0.34,0.0,19219,3358.0,23376,0.1437,0.1626,0.2105,0.3298,0.0311,0.1139,0.73,6.89,1.07,0.72,51.14,0.1289,1325.8299560546875,CB,0.2665,0.495,,
2010-12-31,0.33,0.0,18157,3358.0,22974,0.1462,0.1927,0.2413,0.3577,0.0379,0.1404,2.87,6.55,1.07,0.72,50.0,0.1534,1257.6400146484375,CB,0.3021,1.7324,,
2010-09-30,0.33,0.0,17946,3158.0,22845,0.1382,0.1928,0.2465,0.3635,0.0383,0.1448,1.97,5.26,1.02,0.7,47.86,0.161,1141.199951171875,CB,0.3391,0.5374,,
2010-06-30,0.34,0.0,18049,3158.0,21410,0.1475,0.1838,0.2341,0.3587,0.0365,0.1432,1.98,4.96,0.95,0.66,44.54,0.1573,1030.7099609375,CB,0.3436,0.2616,,
2010-03-31,0.34,0.0,18049,3158.0,20636,0.153,0.1772,0.2258,0.3499,0.0352,0.1448,2.22,4.59,0.84,0.62,38.9,0.1576,1169.4300537109375,CB,0.3397,0.0212,,
2009-12-31,0.35,0.0,18233,3158.0,19667,0.1606,0.1691,0.219,0.3448,0.0335,0.1463,2.82,4.9,0.87,0.65,39.51,0.1605,1115.0999755859375,CB,0.3434,0.2051,,
2022-03-31,1.05,0.0,8070.0,14693.0,15849.0,0.9271,0.1647,0.2042,0.4162,0.1153,0.32,3.53,21.72,2.55,9.49,374.59,0.2043,4530.41015625,NFLX,0.4312,1.1243,,
2021-12-31,0.95,0.0,9416.0,14794.0,15315.0,0.966,0.1723,0.2086,0.4164,0.1215,0.3534,1.33,33.99,5.6,16.88,602.44,0.2115,4766.18017578125,NFLX,0.459,0.5091,,
2021-09-30,1.17,0.0,9604.0,14927.0,13864.0,1.0767,0.1764,0.2276,0.4322,0.1239,0.3803,3.19,53.6,9.24,17.65,610.34,0.2296,4307.5400390625,NFLX,0.4897,1.2799,,
2021-06-30,1.23,0.0,10108.0,14861.0,12884.0,1.1534,0.1592,0.2203,0.4229,0.1105,0.3649,2.97,54.99,9.7,16.86,528.21,0.2224,4297.5,NFLX,0.5031,0.5091,,
2021-03-31,1.27,0.0,9762.0,15809.0,11065.0,1.4287,0.1424,0.2117,0.411,0.0969,0.3447,3.75,54.74,8.71,17.95,521.66,0.2126,3972.889892578125,NFLX,0.4823,0.693,,
2020-12-31,1.25,0.0,9826.0,15548.0,10333.0,1.5047,0.1105,0.1834,0.3889,0.0736,0.2822,1.18,63.08,8.99,21.64,540.73,0.1835,3756.070068359375,NFLX,0.4351,2.0577,,
2020-09-30,1.24,0.0,8564.0,15295.0,9335.0,1.6385,0.1178,0.1717,0.388,0.0775,0.3148,1.74,88.79,9.82,21.38,500.03,0.1714,3363.0,NFLX,0.3864,0.8556,,
2020-06-30,1.12,0.0,6448.0,14171.0,8409.0,1.6852,0.1185,0.1659,0.3898,0.0782,0.3332,1.59,80.65,9.52,21.5,455.04,0.1691,3100.2900390625,NFLX,0.3695,0.1626,,
2020-03-31,0.82,0.0,6179.0,14759.0,7582.0,1.9466,0.1043,0.145,0.3847,0.0686,0.3083,1.57,76.74,9.1,19.64,375.5,0.1497,2584.590087890625,NFLX,0.3441,1.3718,,
2019-12-31,0.9,0.0,5328.0,12426.0,6862.0,1.8108,0.0926,0.1292,0.3828,0.0611,0.2845,1.3,76.01,7.93,18.73,323.57,0.1364,3230.780029296875,NFLX,0.3065,0.9405,,
2019-09-30,0.73,0.0,5877.0,12594.0,6106.0,2.0626,0.0749,0.1251,0.3797,0.0495,0.2366,1.47,78.35,7.25,17.09,267.62,0.1357,2976.739990234375,NFLX,0.2906,0.0495,,
2019-06-30,0.85,0.0,4169.0,10305.0,5703.0,1.8069,0.0653,0.1056,0.368,0.0432,0.2089,0.6,85.5,6.4,26.34,367.32,0.117,2941.760009765625,NFLX,0.2686,1.3223,,
2019-03-31,0.61,0.0,9694.0,10360.0,5239.0,1.9775,0.0761,0.0974,0.3657,0.051,0.2474,0.76,144.05,9.41,27.33,356.56,0.112,2834.39990234375,NFLX,0.2421,0.3536,,
2018-12-31,1.49,0.0,8730.0,8337.0,5010.0,1.6641,0.0767,0.1017,0.3689,0.0526,0.2581,0.3,127.34,9.69,22.31,267.66,0.1227,2506.85009765625,NFLX,0.2484,0.7566,,
2018-09-30,1.39,0.0,9347.0,8342.0,4497.0,1.855,0.0848,0.1098,0.3477,0.0593,0.2953,0.89,99.87,7.65,32.57,374.13,0.1397,2913.97998046875,NFLX,0.2795,1.2021,,
2018-06-30,1.54,0.0,7818.0,6542.0,4021.0,1.627,0.0713,0.0982,0.3388,0.0503,0.2567,0.85,134.1,11.31,37.91,391.43,0.1307,2718.3701171875,NFLX,0.2887,0.6364,,
2018-03-31,1.3,0.0,7670.0,6499.0,3582.0,1.8143,0.0527,0.0807,0.3198,0.037,0.1914,0.64,178.74,12.67,31.93,295.35,0.1118,2640.8701171875,NFLX,0.2571,1.3364,,
2017-12-31,1.4,0.0,6385.0,4889.0,3327.0,1.4695,0.0479,0.0718,0.313,0.0335,0.1724,0.41,198.22,10.37,23.23,191.96,0.103,2673.610107421875,NFLX,0.2263,0.6223,,
2017-09-30,1.2,0.0,6701.0,4837.0,3113.0,1.5538,0.0405,0.0687,0.317,0.0287,0.1459,0.29,153.57,7.33,23.59,181.35,0.1048,2519.360107421875,NFLX,0.2186,0.1273,,
2017-06-30,1.31,0.0,5660.0,3365.0,2974.0,1.1315,0.0356,0.0633,0.3156,0.0256,0.1285,0.15,183.18,7.41,20.73,149.41,0.1022,2423.409912109375,NFLX,0.2177,0.1838,,
2017-03-31,1.15,0.0,5720.0,3364.0,2680.0,1.2552,0.0355,0.0617,0.3118,0.0261,0.1276,0.4,182.21,6.49,21.42,147.81,0.1064,2362.719970703125,NFLX,0.2195,0.297,,
2016-12-31,1.25,0.0,5194.0,2374.0,2529.0,0.9387,0.0213,0.0429,0.2914,0.0154,0.0756,0.16,194.49,6.84,19.87,123.8,0.0742,2238.830078125,NFLX,0.1885,2.2769,,
2016-09-30,1.18,0.0,5387.0,2373.0,2416.0,0.9822,0.0201,0.0349,0.312,0.0144,0.0692,0.12,294.76,6.14,16.72,98.55,0.0601,2168.27001953125,NFLX,0.1388,0.997,,
2016-06-30,1.33,0.0,5544.0,2372.0,2317.0,1.0237,0.0185,0.0332,0.3093,0.0131,0.0618,0.09,266.35,5.28,16.23,91.48,0.0543,2098.860107421875,NFLX,0.1177,0.4101,,
2016-03-31,1.41,0.0,5432.0,2371.0,2223.0,1.0666,0.0176,0.036,0.3139,0.0123,0.0577,0.06,285.88,5.25,18.9,102.23,0.0564,2059.739990234375,NFLX,0.1138,0.1485,,
2015-12-31,1.54,0.0,5570.0,2400.0,2167.0,1.1075,0.018,0.0451,0.3228,0.0125,0.0586,0.1,352.52,6.24,22.01,114.38,0.0684,2043.93994140625,NFLX,0.1287,0.8485,,
2015-09-30,1.67,0.0,5601.0,2400.0,2032.0,1.1811,0.0252,0.0483,0.3236,0.0181,0.0813,0.07,402.32,7.36,20.36,103.24,0.0775,1920.030029296875,NFLX,0.1512,0.6435,,
2015-06-30,1.74,0.0,5539.0,2400.0,1909.0,1.2572,0.0314,0.0568,0.3231,0.0235,0.1021,0.06,273.7,6.97,19.67,93.85,0.0984,2063.110107421875,NFLX,0.1835,1.4779,,
2015-03-31,1.84,0.0,3927.0,886.0,1858.0,0.4769,0.0408,0.0692,0.3234,0.0323,0.1335,0.05,211.23,6.66,13.23,59.53,0.1319,2067.889892578125,NFLX,0.2433,2.3688,,
2014-12-31,1.48,0.0,3823.0,900.0,1725.0,0.5217,0.0483,0.0732,0.3183,0.0406,0.1595,0.2,108.51,4.43,11.11,48.8,0.1572,2058.89990234375,NFLX,0.3098,1.789,,
2014-09-30,1.5,0.0,3668.0,900.0,1610.0,0.559,0.0445,0.0809,0.3152,0.0376,0.1503,0.14,79.07,3.83,15.76,64.45,0.1797,1972.2900390625,NFLX,0.3651,1.591,,
2014-06-30,1.57,0.0,3587.0,900.0,1478.0,0.6089,0.0417,0.075,0.3044,0.036,0.145,0.16,120.63,5.34,16.45,62.94,0.1742,1960.22998046875,NFLX,0.3852,0.3889,,
2014-03-31,1.59,0.0,3059.0,500.0,1334.0,0.3748,0.0351,0.0636,0.297,0.0311,0.1265,0.12,133.5,5.52,14.27,50.29,0.1563,1872.3399658203125,NFLX,0.3577,1.2657,,
2013-12-31,1.42,0.0,2849.0,500.0,1204.0,0.4153,0.0256,0.0521,0.2876,0.0234,0.1005,0.11,133.32,4.65,16.46,52.6,0.137,1848.3599853515625,NFLX,0.3147,1.3647,,
2013-09-30,1.47,0.0,2570.0,500.0,1106.0,0.4521,0.0174,0.0401,0.2717,0.0163,0.0745,0.07,201.21,5.1,15.21,44.17,0.1113,1681.550048828125,NFLX,0.2635,1.8173,,
2013-06-30,1.54,0.0,2557.0,700.0,813.0,0.861,0.0122,0.0317,0.2691,0.0116,0.0568,0.07,259.84,4.49,11.25,30.16,0.0929,1606.280029296875,NFLX,0.2145,1.3011,,
2013-03-31,1.51,0.0,2241.0,400.0,745.0,0.5369,0.0066,0.0223,0.2652,0.0064,0.0337,0.01,263.83,3.19,13.07,27.04,0.0691,1569.18994140625,NFLX,0.1684,1.6829,,
2012-12-31,1.34,0.0,2225.0,400.0,717.0,0.5579,0.0047,0.0139,0.2652,0.0046,0.0242,0.02,450.67,2.98,6.91,13.23,0.0453,1426.18994140625,NFLX,0.1175,1.6829,,
2012-09-30,1.39,0.0,2138.0,400.0,688.0,0.5814,0.0124,0.026,0.2921,0.0127,0.0649,0.02,318.73,1.49,4.22,7.78,0.0854,1440.6700439453125,NFLX,0.1346,2.8355,,
2012-06-30,1.43,0.0,2059.0,400.0,663.0,0.6033,0.0283,0.05,0.3115,0.0327,0.1646,0.02,61.14,0.87,5.53,9.78,0.1814,1362.1600341796875,NFLX,0.2823,6.7882,,
2012-03-31,1.42,0.0,1831.0,400.0,643.0,0.6221,0.0477,0.081,0.3366,0.0635,0.3156,-0.01,35.67,1.1,9.63,16.43,0.3303,1408.469970703125,NFLX,0.5716,10.5288,,
2011-12-31,1.5,0.0,1190.0,232.0,388.0,0.5979,0.0702,0.1173,0.3631,0.117,0.5484,0.09,37.47,1.87,5.97,9.9,0.5489,1257.5999755859375,NFLX,1.0605,15.4574,,
2011-09-30,1.23,0.0,969.0,233.0,334.0,0.6976,0.081,0.134,0.3653,0.1691,0.736,0.17,16.26,1.17,15.31,16.18,0.717,1131.4200439453125,NFLX,1.6595,11.8865,,
2011-06-30,1.33,0.0,722.0,234.0,276.0,0.8478,0.0802,0.1374,0.3737,0.1931,0.7802,0.18,25.74,2.09,41.32,37.53,0.7326,1320.6400146484375,NFLX,1.9749,1.1031,,
2011-03-31,1.47,0.0,637.0,200.0,290.0,0.6897,0.0791,0.1369,0.3765,0.2138,0.8086,0.16,66.67,5.35,45.29,33.97,0.7116,1325.8299560546875,NFLX,1.9655,1.4849,,
2010-12-31,1.64,0.0,492.0,235.0,192.0,1.224,0.0744,0.1308,0.3726,0.2081,0.799,0.12,68.32,5.4,31.96,25.1,0.6616,1257.6400146484375,NFLX,1.844,3.5355,,
2010-09-30,1.58,0.0,441.0,235.0,177.0,1.3277,0.0721,0.1282,0.3827,0.2077,0.8112,0.1,59.35,4.41,44.14,23.17,0.6228,1141.199951171875,NFLX,1.6964,2.7436,,
2010-06-30,1.71,0.0,380.0,236.0,147.0,1.6054,0.0728,0.1259,0.3767,0.218,0.7258,0.11,61.19,4.45,32.2,15.52,0.6324,1030.7099609375,NFLX,1.6491,0.6788,,
2010-03-31,1.56,0.0,411.0,237.0,199.0,1.191,0.0706,0.1203,0.3631,0.2073,0.5543,0.08,43.98,3.24,26.26,10.53,0.588,1169.4300537109375,NFLX,1.5923,3.1396,,
2009-12-31,1.81,0.0,235.0,37.0,232.0,0.1595,0.0688,0.1143,0.3537,0.1922,0.4178,0.08,33.37,2.4,14.78,7.87,0.5265,1115.0999755859375,NFLX,1.4241,4.3487,,
2021-12-31,1.27,1.13,14772,26155.0,21064,1.2417,0.228,0.3632,0.7582,0.092,0.3066,0.3,16.4,2.7,3.7,58.71,0.208,4766.18017578125,GILD,0.3932,3.8679,,
2021-09-30,1.37,1.2,13991,26137.0,21471,1.2173,0.269,0.4231,0.8045,0.1091,0.3774,2.05,14.36,3.27,4.22,70.82,0.2428,4307.5400390625,GILD,0.5013,2.4607,,
2021-06-30,1.36,1.19,13925,27914.0,19710,1.4162,0.1938,0.3674,0.8014,0.078,0.2777,1.21,11.51,3.1,3.94,67.44,0.2057,4297.5,GILD,0.4984,2.6234,,
2021-03-31,1.37,1.19,13278,29337.0,18964,1.547,0.0118,0.1783,0.8058,0.0048,0.0165,1.37,16.05,3.12,4.19,65.83,0.0997,3972.889892578125,GILD,0.3259,7.4953,,
2020-12-31,1.4,1.26,15996,29859.0,18221,1.6387,0.005,0.1649,0.8148,0.002,0.0065,1.25,265.85,3.02,4.04,61.14,0.091,3756.070068359375,GILD,0.1998,0.6152,,
2020-09-30,3.25,3.15,30926,28878.0,17471,1.6529,0.0548,0.1086,0.7902,0.0213,0.0631,0.29,681.12,2.79,3.75,54.49,0.0569,3363.0,GILD,0.1531,2.4112,,
2020-06-30,2.33,2.23,24643,22121.0,18142,1.2193,-0.0116,-0.0433,0.7857,-0.0043,-0.0123,-2.66,60.24,3.2,4.19,58.44,-0.0221,3100.2900390625,GILD,0.0335,5.5861,,
2020-03-31,3.04,2.92,26950,22098.0,22179,0.9963,0.2184,0.196,0.7937,0.0814,0.2247,1.22,0.0,4.03,4.87,70.43,0.0978,2584.590087890625,GILD,0.0735,8.4782,,
2019-12-31,3.1,3.01,30296,23103.0,22650,1.02,0.2399,0.191,0.7918,0.0873,0.2442,2.13,17.43,3.8,3.83,67.8,0.0932,3230.780029296875,GILD,0.2001,0.3253,,
2019-09-30,2.96,2.87,28361,22991.0,20736,1.1087,0.1204,0.194,0.796,0.0433,0.1237,-0.92,13.86,3.32,3.26,58.35,0.0936,2976.739990234375,GILD,0.1955,0.0283,,
2019-06-30,3.76,3.67,33727,25661.0,22751,1.1279,0.2664,0.3772,0.7937,0.0938,0.2665,1.47,26.98,3.24,3.44,56.39,0.1776,2941.760009765625,GILD,0.2878,5.9397,,
2019-03-31,3.62,3.53,34024,24080.0,22091,1.09,0.264,0.3711,0.7845,0.092,0.2667,1.54,12.92,3.45,3.32,59.55,0.1745,2834.39990234375,GILD,0.3831,0.2192,,
2018-12-31,3.38,3.3,35836,25614.0,21534,1.1895,0.2465,0.3706,0.7807,0.0843,0.251,0.01,12.53,3.31,3.27,56.76,0.1712,2506.85009765625,GILD,0.3756,0.2333,,
2018-09-30,3.45,3.37,34918,25164.0,23007,1.0938,0.0712,0.4195,0.7963,0.0239,0.0739,1.6,13.0,3.2,3.22,54.09,0.1904,2913.97998046875,GILD,0.3942,1.3576,,
2018-06-30,3.0,2.92,32728,26708.0,21734,1.2289,0.0952,0.4542,0.8067,0.0332,0.1002,1.39,55.17,3.9,3.72,66.21,0.2095,2718.3701171875,GILD,0.4398,1.3506,,
2018-03-31,2.84,2.75,30258,27228.0,20651,1.3185,0.1403,0.5067,0.8212,0.0532,0.1548,1.17,36.31,3.42,3.59,60.28,0.247,2640.8701171875,GILD,0.5082,2.6517,,
