Date,Current Ratio,Quick Ratio,Current Assets,Long-term debt to equity ratio,Share Holder Equity,Debt to Equity Ratio,Percentage of net profit to sale,Percentage of operating profit to sale,Percentage of Gross profit to sale,ROA,ROE,EPS,P/E,P/S,Stock book value,Stock Price,ROI,MarketReturn,Company,RealReturn,Risk
2016-09-30,0.88,0.0,1246,696.0,-10,-69.6,0.0809,0.1249,0.613,0.0861,-2.5065,0.36,45.94,3.46,137.21,101.07,0.4319,2168.27001953125,IT,1.0625087599999996,0.6010407640085664
2016-06-30,0.89,0.0,1234,756.0,-53,-14.2642,0.0835,0.1302,0.6136,0.0879,-1.6856,0.62,40.39,3.12,-696.46,88.45,0.4404,2098.860107421875,IT,1.1234376799999999,2.3900209204105325
2016-03-31,0.91,0.0,1179,833.0,-113,-7.3717,0.0854,0.1347,0.6118,0.0922,-1.3357,0.54,44.48,3.54,-152.35,97.41,0.4742,2059.739990234375,IT,1.29223358,5.706351724175433
2015-12-31,0.86,0.0,1141,784.0,-132,-5.9394,0.0809,0.1331,0.6121,0.0885,-1.1628,0.77,40.07,3.35,-65.42,89.35,0.5549,2043.93994140625,IT,1.44476927,1.230365799264599
2015-09-30,0.86,0.0,1061,820.0,-160,-5.125,0.0799,0.1341,0.611,0.0879,-2.1748,0.36,43.82,3.57,-56.41,90.7,0.5723,1920.030029296875,IT,1.6765262900000004,9.192388155425117
2015-06-30,0.89,0.0,1066,695.0,-170,-4.0882,0.0829,0.1345,0.608,0.094,172.0,0.61,43.04,3.46,-43.58,83.93,0.7023,2063.110107421875,IT,2.05426666,6.498311319104371
2015-03-31,0.7,0.0,1001,380.0,-140,-2.7143,0.085,0.1349,0.6065,0.0959,1.871,0.32,43.54,3.64,-41.86,85.78,0.7942,2067.889892578125,IT,2.1454120199999998,2.9062088706767097
2014-12-31,0.9,0.0,1097,385.0,161,2.3913,0.091,0.1414,0.6053,0.1018,0.9826,0.67,43.22,3.68,-50.54,83.85,0.7531,2058.89990234375,IT,2.0831769700000002,0.3959797974644682
2014-09-30,0.71,0.0,959,125.0,153,0.817,0.0949,0.1424,0.6059,0.1047,0.784,0.38,41.69,3.79,45.73,84.21,0.7587,1972.2900390625,IT,1.9871519500000003,4.256782822743023
2014-06-30,0.72,0.0,972,129.0,198,0.6515,0.1001,0.1522,0.6072,0.1091,0.6798,0.58,36.55,3.46,42.4,73.47,0.6985,1960.22998046875,IT,1.75853385,5.260874452027912
2014-03-31,0.75,0.0,946,133.0,237,0.5612,0.1008,0.154,0.6049,0.1085,0.5893,0.4,34.74,3.46,31.74,70.52,0.6241,1872.3399658203125,IT,1.5683517399999998,3.019345955666555
2013-12-31,0.94,0.0,1085,136.0,361,0.3767,0.1025,0.1546,0.6,0.111,0.55,0.66,35.79,3.59,26.47,69.44,0.5814,1848.3599853515625,IT,1.5077841199999997,0.3111269837220793
2013-09-30,0.9,0.0,935,140.0,322,0.4348,0.1041,0.1535,0.5952,0.1126,0.567,0.4,37.01,3.78,18.08,71.05,0.5858,1681.550048828125,IT,1.5252279199999998,0.466690475583124
2013-06-30,0.91,0.0,923,144.0,329,0.4377,0.1022,0.1516,0.5928,0.1108,0.5724,0.49,31.91,3.29,17.19,60.0,0.5924,1606.280029296875,IT,1.5666303200000002,1.3717871555019006
2013-03-31,0.9,0.0,875,148.0,319,0.4639,0.1016,0.1494,0.591,0.1111,0.6098,0.38,31.49,3.2,16.15,56.99,0.6118,1569.18994140625,IT,1.70250506,4.589123009900695
2012-12-31,0.87,0.0,927,115.0,307,0.3746,0.1022,0.1529,0.5926,0.1132,0.6911,0.61,30.91,3.15,15.98,54.41,0.6767,1426.18994140625,IT,1.83211397,0.8768124086713254
2012-09-30,0.81,0.0,782,120.0,261,0.4598,0.0963,0.1505,0.5925,0.1081,0.7277,0.33,26.45,2.73,14.01,46.02,0.6891,1440.6700439453125,IT,1.8630244999999999,0.4171930009000554
2012-06-30,0.76,0.0,686,130.0,215,0.6047,0.0974,0.1513,0.5903,0.1108,0.7864,0.43,28.99,2.84,16.51,46.09,0.695,1362.1600341796875,IT,1.7881055,3.542604973744597
2012-03-31,0.74,0.0,677,140.0,172,0.814,0.0934,0.1471,0.5871,0.1058,0.7382,0.36,27.42,2.72,18.71,43.05,0.6449,1408.469970703125,IT,1.6173648799999998,3.7971634149717683
2011-12-31,0.77,0.0,706,150.0,182,0.8242,0.0925,0.1456,0.5844,0.1035,0.6783,0.47,29.41,2.78,23.15,42.64,0.5912,1257.5999755859375,IT,1.4410599199999998,4.037579720575182
2011-09-30,0.76,0.0,634,158.0,194,0.8144,0.0899,0.139,0.5822,0.0992,0.6344,0.31,25.2,2.34,17.85,34.77,0.5341,1131.4200439453125,IT,1.3786220500000002,1.1596551211459334
2011-06-30,0.78,0.0,626,165.0,216,0.7639,0.0859,0.1339,0.5793,0.0927,0.6154,0.32,27.03,2.43,17.09,34.87,0.5505,1320.6400146484375,IT,1.45366625,2.2627416997969543
2011-03-31,0.79,0.0,616,173.0,210,0.8238,0.0802,0.1256,0.5741,0.0853,0.6444,0.29,34.14,2.92,18.02,40.29,0.5825,1325.8299560546875,IT,1.54893275,1.9940411229460642
2010-12-31,0.77,0.0,621,180.0,187,0.9626,0.0745,0.1157,0.5714,0.0787,0.6809,0.37,39.31,3.13,19.3,41.67,0.6107,1257.6400146484375,IT,1.6616817499999996,2.9557063453597685
2010-09-30,0.62,0.0,572,52.0,154,0.3377,0.0688,0.1117,0.5676,0.0707,0.6939,0.2,34.58,2.56,17.04,33.2,0.6525,1141.199951171875,IT,1.6747364999999999,2.3970919882223916
2010-06-30,0.58,0.0,518,77.0,107,0.7196,0.0705,0.1103,0.5638,0.0744,0.8273,0.2,34.64,2.35,18.36,29.44,0.6186,1030.7099609375,IT,1.5446010600000002,3.2880465325174453
2022-03-31,0.96,0.74,2448.0,2739.0,9567,0.2863,0.1204,0.1539,0.5745,0.0416,0.0688,0.45,32.66,3.9,2.2,58.79,0.0734,4530.41015625,FTV,0.15422701999999977,0.1343502884254437
2021-12-31,0.68,0.54,2515.0,1807.0,9517,0.1899,0.1094,0.1547,0.5722,0.0382,0.062,0.46,33.81,4.03,2.28,60.86,0.0753,4766.18017578125,FTV,0.15347431,0.1838477631085022
2021-09-30,0.85,0.67,2425.0,1442.0,9323,0.1547,0.3086,0.1526,0.5713,0.1074,0.1759,0.42,46.99,5.06,2.87,76.12,0.0727,4307.5400390625,FTV,0.1418891499999999,0.5798275605729691
2021-06-30,1.2,1.01,3086.0,1442.0,9210,0.1566,0.3286,0.1444,0.5689,0.1073,0.1908,0.48,15.5,4.75,2.71,70.35,0.0645,4297.5,FTV,0.12123784999999998,0.7919595949289333
2021-03-31,1.13,0.94,2801.0,1442.0,9017,0.1599,0.337,0.1302,0.566,0.1004,0.195,0.27,14.68,4.75,2.7,69.46,0.0533,3972.889892578125,FTV,0.09943454000000007,0.6717514421272203
2020-12-31,1.55,1.4,4447.0,2830.0,8973,0.3154,0.3333,0.1165,0.5629,0.0924,0.1973,3.37,15.35,5.08,2.64,70.29,0.0438,3756.070068359375,FTV,0.08544762000000006,0.2757716446627536
2020-09-30,1.24,1.02,3775.0,4699.0,7688,0.6112,0.1144,0.1085,0.5585,0.0306,0.0703,0.61,16.07,5.25,2.65,70.39,0.0399,3363.0,FTV,0.09023116000000009,0.6010407640085654
2020-06-30,1.13,0.9,3250.0,4686.0,7407,0.6326,0.0956,0.1138,0.5367,0.0298,0.069,0.33,41.5,4.72,2.78,63.49,0.0484,3100.2900390625,FTV,0.11140883999999995,0.8273149339882605
2020-03-31,1.62,1.32,3446.0,5826.0,7253,0.8033,0.0899,0.1225,0.5169,0.0325,0.076,0.07,38.05,3.63,2.56,56.31,0.0601,2584.590087890625,FTV,0.13473104000000014,0.7283199846221442
2019-12-31,1.06,0.94,3689.0,4826.0,7400,0.6522,0.1018,0.129,0.5093,0.0405,0.0942,0.52,28.5,2.56,2.13,45.88,0.0704,3230.780029296875,FTV,0.16470224,1.2515790027001894
2019-09-30,1.19,0.96,3466.0,5016.0,7164,0.7002,0.3659,0.1419,0.5007,0.1679,0.3744,0.56,32.2,3.28,2.88,63.44,0.0881,2976.739990234375,FTV,0.19516904000000013,0.7283199846221434
2019-06-30,1.23,0.98,3436.0,5197.0,7023,0.74,0.3854,0.1531,0.5048,0.1784,0.3988,0.46,7.46,2.73,2.67,56.88,0.0984,2941.760009765625,FTV,0.2250455200000001,1.195010460205265
2019-03-31,2.2,1.97,5796.0,4728.0,6863,0.6889,0.4219,0.1706,0.5139,0.2033,0.443,0.43,8.78,3.4,3.23,67.57,0.1153,2834.39990234375,FTV,0.26430407999999983,1.294005409571382
2018-12-31,1.45,1.19,3171.0,2975.0,6613,0.4499,0.4461,0.1827,0.5146,0.2331,0.5184,6.17,8.61,3.68,3.39,69.47,0.1336,2506.85009765625,FTV,0.27223928,0.799030662740798
2018-09-30,0.98,0.8,3414.0,3178.0,5849,0.5433,0.2001,0.1831,0.5277,0.0954,0.231,0.64,6.68,3.04,2.83,55.98,0.1223,2913.97998046875,FTV,0.27829970000000004,1.1808683245815357
2018-06-30,1.96,1.68,4503.0,2927.0,5642,0.5188,0.2042,0.1936,0.5222,0.1094,0.2726,0.83,22.05,4.41,4.17,69.67,0.139,2718.3701171875,FTV,0.3129253000000001,0.9687362902255683
2018-03-31,2.11,1.69,3080.0,3997.0,4110,0.9725,0.1936,0.1971,0.5151,0.1136,0.3037,0.74,19.43,3.97,3.94,63.75,0.1527,2640.8701171875,FTV,0.34416347,0.9475230867899735
2017-12-31,1.83,1.52,2937.0,4056.0,3808,1.0651,0.1815,0.1987,0.5075,0.1144,0.3131,0.95,20.46,3.96,5.43,64.03,0.1661,2673.610107421875,FTV,0.3754149499999999,0.9475230867899735
2017-09-30,1.95,1.54,2695.0,3672.0,3478,1.0558,0.1657,0.2052,0.5039,0.1091,0.3051,0.76,20.17,3.65,5.45,59.7,0.1795,2519.360107421875,FTV,0.39405104999999985,0.1697056274847728
2022-03-31,1.36,1.11,2459,12091.0,7405,1.6328,0.1756,0.1524,0.5624,0.0458,0.1956,1.21,13.72,2.41,2.5,63.92,0.062,4530.41015625,CMS,0.1260386,0.12020815280171303
2021-12-31,1.19,0.89,2627,12092.0,7188,1.6822,0.1839,0.1564,0.5811,0.0453,0.2034,2.2,14.91,2.62,2.72,69.47,0.0603,4766.18017578125,CMS,0.12932553000000002,0.3394112549695431
2021-09-30,0.76,0.53,2477,12075.0,6653,1.815,0.1248,0.1747,0.5969,0.029,0.1369,0.64,13.76,2.53,2.59,64.14,0.0651,4307.5400390625,CMS,0.13859189999999977,0.27577164466275333
2021-06-30,0.75,0.57,2322,11778.0,6366,1.8501,0.1336,0.1922,0.6043,0.0304,0.1462,0.61,19.42,2.42,2.55,58.47,0.069,4297.5,CMS,0.14190579999999997,0.05656854249492448
2021-03-31,0.87,0.73,2513,13612.0,6302,2.1599,0.1311,0.1967,0.6088,0.0294,0.1464,1.21,18.35,2.45,2.61,57.44,0.0682,3972.889892578125,CMS,0.13955575999999992,0.09899494936611643
2020-12-31,0.78,0.6,2404,11800.0,6077,1.9417,0.1176,0.1916,0.6092,0.0263,0.1345,0.55,19.71,2.59,2.72,59.12,0.0668,3756.070068359375,CMS,0.13368835999999984,0.28991378028648396
2020-09-30,0.83,0.62,2494,13336.0,5898,2.2611,0.1208,0.1807,0.5962,0.0273,0.1426,0.76,22.15,2.61,2.78,58.47,0.0627,3363.0,CMS,0.13198803999999997,0.17677669529663625
2020-06-30,1.13,0.97,3532,13481.0,5251,2.5673,0.1183,0.1813,0.5969,0.0277,0.1468,0.48,21.82,2.64,2.84,58.48,0.0652,3100.2900390625,CMS,0.13539667999999994,0.049497474683058526
2020-03-31,0.96,0.81,2817,12616.0,5222,2.4159,0.1104,0.1748,0.589,0.0269,0.1409,0.85,20.86,2.48,3.01,55.27,0.0659,2584.590087890625,CMS,0.13742188999999994,0.0848528137423864
2019-12-31,0.86,0.64,2331,12027.0,5055,2.3792,0.1027,0.1683,0.5723,0.0264,0.1372,0.58,22.07,2.44,3.02,55.17,0.0671,3230.780029296875,CMS,0.14457145999999987,0.38890872965260037
2019-09-30,1.07,0.74,2305,12121.0,4994,2.4271,0.0903,0.1712,0.5675,0.0247,0.1269,0.73,24.44,2.52,3.29,58.65,0.0726,2976.739990234375,CMS,0.15079253999999986,0.02121320343559723
2019-06-30,0.95,0.71,2254,11322.0,4888,2.3163,0.0841,0.1617,0.5609,0.0237,0.1204,0.33,27.09,2.45,3.37,59.33,0.0729,2941.760009765625,CMS,0.1565862,0.36062445840513846
2019-03-31,1.13,0.92,2376,11196.0,4895,2.2872,0.0901,0.1659,0.5578,0.0261,0.1312,0.75,26.04,2.18,3.1,53.38,0.078,2834.39990234375,CMS,0.16596480000000002,0.2545584412271574
2018-12-31,0.94,0.69,2468,10684.0,4792,2.2295,0.0956,0.1691,0.5551,0.0278,0.1389,0.38,23.01,2.06,2.95,50.84,0.0816,2506.85009765625,CMS,0.18283775999999974,0.8485281374238566
2018-09-30,0.69,0.47,2374,8944.0,4786,1.8688,0.08,0.1892,0.5622,0.0234,0.1174,0.59,19.45,1.86,2.67,45.12,0.0936,2913.97998046875,CMS,0.19880432000000003,0.1838477631085022
2018-06-30,0.9,0.68,2286,9353.0,4709,1.9862,0.0813,0.1966,0.5616,0.024,0.1194,0.49,22.9,1.83,2.62,44.2,0.0962,2718.3701171875,CMS,0.20132558000000023,0.021213203435595972
2018-03-31,0.89,0.71,2207,9082.0,4633,1.9603,0.0748,0.1958,0.5602,0.0223,0.1105,0.86,21.71,1.77,2.55,42.34,0.0959,2640.8701171875,CMS,0.2030790199999999,0.1343502884254437
2017-12-31,0.89,0.65,2475,9214.0,4478,2.0576,0.0699,0.2033,0.568,0.0208,0.1025,-0.01,22.48,1.69,2.45,40.24,0.0978,2673.610107421875,CMS,0.19846825999999984,0.43133513652379357
2017-09-30,0.94,0.59,2121,9121.0,4572,1.995,0.0838,0.1922,0.5668,0.0248,0.1217,0.61,25.42,1.78,2.62,41.69,0.0917,2519.360107421875,CMS,0.1965032,0.30405591591021525
2017-06-30,1.05,0.77,2211,9190.0,4486,2.0486,0.0852,0.1974,0.5665,0.0258,0.1268,0.33,21.01,1.76,2.5,40.55,0.096,2423.409912109375,CMS,0.2058192000000001,0.2969848480983499
2017-03-31,1.15,0.93,2215,9233.0,4407,2.0951,0.0912,0.2051,0.5699,0.0277,0.1364,0.71,20.2,1.73,2.52,40.2,0.1002,2362.719970703125,CMS,0.20779956,0.16970562748477155
2016-12-31,0.86,0.62,2280,8750.0,4290,2.0396,0.0861,0.1963,0.562,0.0266,0.1302,0.27,18.29,1.68,2.45,38.6,0.0978,2238.830078125,CMS,0.20450615999999977,0.0424264068711932
2016-09-30,1.06,0.71,2198,8832.0,4296,2.0559,0.0925,0.1972,0.5579,0.0284,0.1397,0.67,17.9,1.55,2.32,35.63,0.0972,2168.27001953125,CMS,0.2013242799999999,0.16263455967290497
2016-06-30,0.97,0.7,2031,8596.0,4193,2.0501,0.0879,0.191,0.5572,0.027,0.1334,0.45,17.08,1.58,2.32,35.69,0.0949,2098.860107421875,CMS,0.19409794000000002,0.30405591591021525
2016-03-31,0.92,0.68,1890,8284.0,4146,1.9981,0.0789,0.1801,0.5506,0.0245,0.1219,0.59,19.84,1.74,2.58,38.69,0.0906,2059.739990234375,CMS,0.1963881999999999,0.4525483399593908
2015-12-31,1.01,0.67,2320,8518.0,3975,2.1429,0.081,0.1825,0.5287,0.0268,0.134,0.38,20.31,1.6,2.39,35.54,0.097,2043.93994140625,CMS,0.20604179999999994,0.1697056274847703
2015-09-30,1.19,0.71,2123,8014.0,3939,2.0345,0.0765,0.1776,0.513,0.0266,0.1338,0.53,15.86,1.28,2.09,29.98,0.0994,1920.030029296875,CMS,0.20142431999999988,0.4666904755831215
2015-06-30,1.4,0.98,2291,8153.0,3855,2.1149,0.069,0.1669,0.5046,0.0242,0.1215,0.25,15.65,1.2,2.05,29.11,0.0928,2063.110107421875,CMS,0.19858303999999993,0.2828427124746193
2015-03-31,1.56,1.23,2501,8260.0,3839,2.1516,0.0702,0.1686,0.4959,0.0255,0.1272,0.73,15.58,1.08,1.87,26.02,0.0968,2067.889892578125,CMS,0.20571224,0.1767766952966369
2014-12-31,1.33,0.86,2597,8139.0,3707,2.1956,0.0664,0.1605,0.4626,0.0261,0.1293,0.35,16.44,1.15,2.03,28.28,0.0993,2058.89990234375,CMS,0.21032929999999994,0.12020815280171429
2014-09-30,1.66,1.03,2734,8171.0,3707,2.2042,0.0675,0.1597,0.4644,0.027,0.1329,0.34,16.05,1.07,2.07,27.93,0.101,1972.2900390625,CMS,0.22332109999999994,0.7141778489984129
2014-06-30,1.58,1.08,2465,7666.0,3682,2.082,0.0718,0.1707,0.467,0.0294,0.1444,0.3,13.44,0.9,1.75,23.65,0.1111,1960.22998046875,CMS,0.23754317999999985,0.19091883092036627
2014-03-31,1.65,1.35,2969,7671.0,3655,2.0988,0.072,0.1717,0.4678,0.0294,0.1469,0.75,13.09,0.94,1.84,24.61,0.1138,1872.3399658203125,CMS,0.23542695999999985,0.3252691193458112
2013-12-31,1.3,0.85,2526,7239.0,3491,2.0736,0.0688,0.1739,0.4935,0.0262,0.1326,0.38,12.26,0.88,1.68,22.93,0.1092,1848.3599853515625,CMS,0.22655335999999981,0.24041630560342606
2013-09-30,1.64,0.9,2401,7229.0,3433,2.1057,0.0642,0.1677,0.4872,0.0242,0.1247,0.46,12.58,0.86,1.58,20.75,0.1058,1681.550048828125,CMS,0.22721683999999986,0.282842712474618
2013-06-30,1.38,0.92,2485,6839.0,3360,2.0354,0.0669,0.1701,0.4869,0.0257,0.1332,0.29,13.21,0.84,1.57,20.22,0.1098,1606.280029296875,CMS,0.23687210000000003,0.33234018715767905
2013-03-31,1.54,1.15,2528,6890.0,3350,2.0567,0.0707,0.1763,0.4919,0.0273,0.1414,0.53,12.77,0.85,1.64,20.68,0.1145,1569.18994140625,CMS,0.22862480000000018,0.8555992052357231
2012-12-31,1.35,0.75,2422,6863.0,3238,2.1195,0.0611,0.1604,0.4884,0.0231,0.1201,0.25,12.4,0.88,1.67,21.08,0.1024,1426.18994140625,CMS,0.21330144000000018,0.1272792206135796
2012-09-30,1.59,0.73,2360,6866.0,3240,2.1191,0.0574,0.1556,0.4854,0.0217,0.1134,0.55,12.83,0.78,1.49,18.22,0.1006,1440.6700439453125,CMS,0.21054994000000016,0.04949747468305727
2012-06-30,1.22,0.64,2206,6378.0,3155,2.0216,0.0563,0.1523,0.4794,0.0214,0.1119,0.37,13.2,0.75,1.42,17.42,0.0999,1362.1600341796875,CMS,0.20406053000000002,0.3676955262170044
2012-03-31,1.25,0.76,2268,6355.0,3093,2.0546,0.056,0.1429,0.4686,0.0215,0.1133,0.25,13.24,0.74,1.44,17.22,0.0947,1408.469970703125,CMS,0.21347494999999994,0.9758073580374349
2011-12-31,1.1,0.59,2565,6207.0,3072,2.0205,0.0638,0.1542,0.4599,0.0259,0.1373,0.15,12.17,0.68,1.33,15.95,0.1085,1257.5999755859375,CMS,0.2262227000000001,0.16263455967290497
2011-09-30,1.29,0.71,2860,6208.0,3087,2.011,0.0608,0.1503,0.4518,0.0253,0.1346,0.53,10.02,0.64,1.31,15.83,0.1062,1131.4200439453125,CMS,0.22478463999999998,0.0707106781186545
2011-06-30,1.32,0.89,2956,6361.0,3002,2.1189,0.0602,0.1513,0.4535,0.0251,0.1354,0.38,9.24,0.56,1.15,14.05,0.1072,1320.6400146484375,CMS,0.23430656000000005,0.537401153701776
2011-03-31,1.2,0.89,2741,6108.0,2931,2.0839,0.0574,0.1603,0.4564,0.0242,0.1314,0.52,9.09,0.54,1.16,13.82,0.1148,1325.8299560546875,CMS,0.23464099999999988,0.51618795026618
2010-12-31,1.37,0.78,2759,6636.0,2837,2.3391,0.0504,0.1521,0.453,0.0211,0.1161,0.09,9.34,0.53,1.17,13.64,0.1075,1257.6400146484375,CMS,0.22190474999999976,0.2969848480983499
2010-09-30,1.34,0.74,3086,6203.0,2866,2.1643,0.0479,0.1458,0.443,0.02,0.1083,0.53,9.98,0.5,1.12,12.78,0.1033,1141.199951171875,CMS,0.20712053000000008,0.6505382386916236
2010-06-30,1.51,0.89,2621,6079.0,2754,2.2073,0.0385,0.1357,0.4414,0.0158,0.0859,0.32,10.12,0.47,0.98,12.24,0.0941,1030.7099609375,CMS,0.18228445999999998,0.9545941546018389
2022-06-30,0.66,0.59,17313,22903.0,3811,6.0097,0.0144,0.0767,0.331,0.0082,0.1805,1.15,0.0,0.49,5.38,31.96,0.1151,3785.3798828125,DAL,0.21423239000000005,1.852619766708754
2022-03-31,0.65,0.6,15720,24441.0,2991,8.1715,0.0147,0.0713,0.2938,0.007,0.1921,-1.48,0.0,0.44,4.87,28.97,0.0889,4530.41015625,DAL,0.16250964000000012,1.506137443927347
2021-12-31,0.76,0.71,15940,25138.0,3887,6.4672,0.0094,0.0631,0.2476,0.0038,0.1357,-0.62,50.09,0.72,8.48,39.57,0.0676,4766.18017578125,DAL,0.09685224000000026,2.842569260369921
2021-09-30,0.84,0.82,17471,25523.0,2606,9.7939,-0.0028,0.0313,0.1745,-0.0009,-0.0461,1.89,93.05,0.84,6.43,39.08,0.0274,4307.5400390625,DAL,-0.24835415999999988,20.91621858749808
2021-06-30,0.83,0.82,19666,26679.0,1281,20.8267,-0.3637,-0.4274,0.0292,-0.0889,-4.003,1.02,0.0,1.12,10.46,42.61,-0.2684,4297.5,DAL,-0.60559444,13.611805537841034
2021-03-31,0.86,0.85,17853,26061.0,482,54.0685,-1.0296,-1.0635,-0.2554,-0.1758,-3.7056,-1.85,0.0,1.51,21.61,43.26,-0.4609,3972.889892578125,DAL,-0.69028705,2.5031580054003775
2020-12-31,1.09,1.07,17404,27425.0,1534,17.8781,-0.7245,-0.7294,-0.0374,-0.1696,-1.7763,-1.17,0.0,2.43,64.07,48.28,-0.4255,3756.070068359375,DAL,-0.63410095,4.412346314604058
2020-09-30,1.27,1.23,25030,29825.0,3357,8.8844,-0.4288,-0.4158,0.0948,-0.148,-1.0098,-8.47,0.0,1.5,16.73,40.21,-0.3631,3363.0,DAL,-0.40679133999999995,20.82429470594382
2020-06-30,0.94,0.91,18915,19412.0,8690,2.2338,-0.1074,-0.0515,0.23,-0.0544,-0.2738,-9.01,0.0,0.8,5.81,30.58,-0.0686,3100.2900390625,DAL,0.1330480999999999,20.159614331628468
2020-03-31,0.53,0.48,10275,12662.0,14309,0.8849,0.0776,0.115,0.3302,0.0541,0.2387,-0.84,0.0,0.53,2.06,28.05,0.2165,2584.590087890625,DAL,0.57621905,5.600285706997457
2019-12-31,0.41,0.35,8249,8873.0,15358,0.5777,0.1014,0.1408,0.354,0.0756,0.3328,1.69,5.29,0.41,1.27,28.53,0.2957,3230.780029296875,DAL,0.6706755800000002,0.44547727214752675
2019-09-30,0.34,0.29,6944,7923.0,15068,0.5258,0.1012,0.1363,0.3745,0.0757,0.3371,2.31,7.93,0.81,2.43,58.08,0.2894,2976.739990234375,DAL,0.6420509000000003,1.1242997820866079
2019-06-30,0.34,0.29,7134,7710.0,13958,0.5524,0.0988,0.1287,0.3709,0.0754,0.3328,2.21,8.0,0.81,2.44,56.78,0.2735,2941.760009765625,DAL,0.5964596000000002,1.407142494561231
2019-03-31,0.34,0.29,7196,7710.0,12911,0.5972,0.0914,0.121,0.3674,0.0706,0.3091,1.09,8.3,0.82,2.59,55.59,0.2536,2834.39990234375,DAL,0.56750144,0.2262741699796929
2018-12-31,0.34,0.28,6340,8253.0,13687,0.603,0.0886,0.1185,0.3688,0.0699,0.2981,1.47,8.44,0.77,2.55,50.29,0.2504,2506.85009765625,DAL,0.5787550399999999,0.8626702730475871
2018-09-30,0.37,0.31,6726,8115.0,13704,0.5922,0.0732,0.1215,0.3795,0.0588,0.2489,1.92,8.55,0.76,2.4,48.24,0.2626,2913.97998046875,DAL,0.60615346,0.6717514421272196
2018-06-30,0.4,0.31,7641,8562.0,12856,0.666,0.0709,0.1281,0.3896,0.0566,0.2349,1.49,11.22,0.89,2.78,55.56,0.2721,2718.3701171875,DAL,0.6370654899999999,1.0465180361560882
2018-03-31,0.39,0.33,7724,6360.0,12557,0.5065,0.0762,0.1383,0.3984,0.0605,0.2436,0.79,10.1,0.78,2.54,47.27,0.2869,2640.8701171875,DAL,0.6558542299999999,0.014142135623728137
2017-12-31,0.41,0.34,7804,6592.0,12530,0.5261,0.0779,0.145,0.4032,0.0614,0.2421,0.43,10.63,0.89,2.91,52.0,0.2867,2673.610107421875,DAL,0.65238014,0.1767766952966369
2017-09-30,0.43,0.36,7083,7584.0,14001,0.5417,0.0834,0.1461,0.4009,0.0649,0.2542,1.61,10.69,0.93,2.98,52.82,0.2842,2519.360107421875,DAL,0.6703589400000001,1.1667261889578049
2017-06-30,0.43,0.38,7177,7916.0,13479,0.5873,0.0871,0.1519,0.4057,0.0672,0.2694,1.62,9.08,0.82,2.3,45.21,0.3007,2423.409912109375,DAL,0.7363044299999999,2.418305191657986
2017-03-31,0.43,0.38,6880,8187.0,12945,0.6324,0.0969,0.1642,0.4182,0.0742,0.3076,0.77,9.95,0.94,2.69,50.06,0.3349,2362.719970703125,DAL,0.8386912599999998,3.005203820042832
2016-12-31,0.49,0.43,7451,6201.0,12287,0.5047,0.1063,0.1773,0.428,0.081,0.3506,0.62,7.92,0.81,2.42,42.64,0.3774,2238.830078125,DAL,0.9526022399999998,2.842569260369923
2016-09-30,0.48,0.43,7329,6473.0,12510,0.5174,0.1192,0.1928,0.3306,0.0905,0.4077,1.69,7.88,0.88,2.7,45.45,0.4176,2168.27001953125,DAL,1.04162752,1.598061325481591
2016-06-30,0.47,0.42,7638,6689.0,11810,0.5664,0.1188,0.1958,0.3311,0.0904,0.4327,2.03,5.86,0.7,2.13,36.2,0.4402,2098.860107421875,DAL,1.09030628,0.7919595949289364
2016-03-31,0.51,0.48,9306,6920.0,11252,0.615,0.1165,0.1958,0.3315,0.0888,0.45,1.21,5.43,0.65,2.11,33.32,0.4514,2059.739990234375,DAL,1.10249804,0.1979898987322341
2015-12-31,0.52,0.48,9056,6766.0,10850,0.6236,0.1112,0.1917,0.3278,0.0849,0.4548,1.25,7.47,0.87,3.04,44.39,0.4486,2043.93994140625,DAL,0.8885398199999999,10.245977259393072
2015-09-30,0.68,0.64,11973,7096.0,10345,0.6859,0.0694,0.1287,0.3767,0.0529,0.3002,1.65,8.18,0.91,3.31,46.08,0.3037,1920.030029296875,DAL,0.58060588,6.455884912233178
2015-06-30,0.67,0.62,11441,7598.0,9563,0.7945,0.0458,0.0948,0.3616,0.0353,0.1889,1.83,11.56,0.81,3.09,40.68,0.2124,2063.110107421875,DAL,0.39983704,4.087077195258247
2015-03-31,0.71,0.66,12266,8305.0,9046,0.9181,0.0292,0.0731,0.3442,0.0225,0.1126,0.9,16.22,0.75,3.09,37.13,0.1546,2067.889892578125,DAL,0.2804514,3.2244069222106555
2014-12-31,0.54,0.49,9158,8477.0,8813,0.9619,0.0163,0.0547,0.3327,0.0125,0.0586,-0.86,28.97,0.83,3.66,40.56,0.109,2058.89990234375,DAL,0.3037403999999999,4.709331162702408
2014-09-30,0.74,0.68,10995,8970.0,12296,0.7295,0.2475,0.0939,0.3779,0.1889,0.8246,0.42,59.05,0.92,4.15,44.29,0.1756,1972.2900390625,DAL,0.45903716000000006,4.631549416771884
2014-06-30,0.69,0.63,10517,9089.0,12203,0.7448,0.2778,0.1141,0.3535,0.2144,1.2196,0.94,2.82,0.69,2.21,32.48,0.2411,1960.22998046875,DAL,0.54467306,0.24748737341529264
